Date,Close,High,Low,Open,Volume
,MRK,MRK,MRK,MRK,MRK
2021-02-16,60.44981002807617,61.41049344546515,60.2869805649165,61.36164590842388,9734453
2021-02-17,61.50006103515625,61.923415100486764,60.547514388162604,60.6207922144961,13876463
2021-02-18,61.394222259521484,61.77686569643569,61.09298705679545,61.28024031640339,10004627
2021-02-19,60.49867630004883,61.4756468720171,60.45797217642045,61.418655891309214,12388198
2021-02-22,61.0034294128418,61.10926791834795,60.0264590935183,60.65334670012138,8612464
2021-02-23,60.68592071533203,61.84200097936953,60.620792825143546,61.29652804721215,10900458
2021-02-24,60.7103385925293,61.280235241858975,60.56379597168462,60.897591836631015,9838834
2021-02-25,60.75107192993164,61.060444140408066,60.31143088395351,60.41726943064661,10906955
2021-02-26,59.12275695800781,60.8243096857107,59.05762908575112,60.60448928408787,17644862
2021-03-01,58.9273796081543,59.749657417182,58.764550127909686,59.60311479068217,12594864
2021-03-02,59.31001663208008,59.831065705045134,58.9436535958057,59.30187320608589,16047290
2021-03-03,59.6763801574707,60.02645634462597,58.959934421505075,59.285593349543966,13939972
2021-03-04,58.75642013549805,59.69268009667649,58.39005697594689,59.57870464207225,15975188
2021-03-05,59.5379753112793,59.7659326584379,58.626139413111574,59.0332130789662,12241164
2021-03-08,60.38468933105469,61.51633926269342,59.757801681903985,60.54751230404833,15391347
2021-03-09,60.360260009765625,61.43491887275609,60.35211658352781,60.702192778286815,14189920
2021-03-10,60.865013122558594,61.24765645537966,60.32768377160566,60.865013122558594,12827310
2021-03-11,60.75919723510742,61.3535177631758,60.72663003245763,60.97087428802886,13205324
2021-03-12,61.26839065551758,61.50656587064874,60.76740186277464,60.80025520165805,11493940
2021-03-15,62.60708999633789,62.87811852044002,61.66260421645553,62.007547819841776,17999295
2021-03-16,63.08344268798828,63.379109582697126,62.53317721083065,62.54139218662811,15697887
2021-03-17,63.485877990722656,63.65013153955413,62.3935554456571,63.017742571434816,17533878
2021-03-18,63.46123504638672,64.21682232996419,63.41195176189692,63.45302007118395,14274179
2021-03-19,63.65833282470703,64.2660898681856,62.43461033044638,63.44479603375031,58225203
2021-03-22,63.65833282470703,64.06076805125824,62.04039007792454,62.25392686888127,11352879
2021-03-23,62.63996887207031,63.502324948784725,62.44285534688233,63.3134264024424,11651245
2021-03-24,62.615325927734375,62.97669303632707,62.34429731292524,62.47570413120707,9135416
2021-03-25,62.475685119628906,62.91918217553113,61.851504564412984,62.763137036727144,10700918
2021-03-26,63.559791564941406,63.62549166957001,62.29500052525162,62.54139069274485,10389767
2021-03-29,64.30716705322266,64.51249548620137,63.37911116709042,63.50230297349571,11448562
2021-03-30,63.20664978027344,64.12649745663585,63.06703455830879,64.06079733454581,10123366
2021-03-31,63.31338882446289,63.806162494865596,62.94380692997942,63.321603798432776,13598219
2021-04-01,63.31338882446289,63.61727062736471,63.09164362780828,63.37088050880046,9121373
2021-04-05,63.239479064941406,63.98685789058614,63.058795589524586,63.66655267959553,9828144
2021-04-06,62.2457275390625,63.19021338768655,62.122535731289474,63.16557502613194,13394698
2021-04-07,62.51675796508789,62.74671820209681,62.1882377121657,62.48390462645013,8970566
2021-04-08,61.99932861328125,62.746707464068706,61.82686010672152,62.483893933398086,12007984
2021-04-09,62.67280578613281,62.730290922789116,61.95006513893959,62.01577181901533,8177439
2021-04-12,62.59889221191406,62.91098253301108,62.40177873364176,62.722084031629166,9970672
2021-04-13,62.771366119384766,63.04239471262849,62.31143900862961,62.393569084361914,8627346
2021-04-14,62.746707916259766,63.06701314033414,62.434617667180106,62.6645778664925,8415545
2021-04-15,62.96025466918945,63.510520179423416,62.45926588324776,62.45926588324776,14541734
2021-04-16,63.62550354003906,63.85547036596131,63.09166792763119,63.44482001019181,12512806
2021-04-19,63.78153991699219,63.8883083381082,63.21485104085904,63.81439325427267,8536903
2021-04-20,64.52891540527344,64.99705081119482,63.79796644865299,63.79796644865299,11009345
2021-04-21,65.07095336914062,65.28449015883255,64.61103302728556,64.82456981697747,11817248
2021-04-22,64.0279312133789,64.93135532062297,63.69941753502586,64.88207203047885,13330560
2021-04-23,63.96223831176758,64.22505191075528,63.61729464225517,63.94580835762567,8598840
2021-04-26,63.67478561401367,63.986875938371604,63.485887110658034,63.94580762021871,7834219
2021-04-27,63.535152435302734,64.01150281331698,63.42016904518653,63.5844291548591,9095802
2021-04-28,63.31338882446289,64.08540594258358,63.124496956962005,63.74046240328394,11628398
2021-04-29,60.5128059387207,62.204664315241445,59.831133602052674,62.00755740667624,30602753
2021-04-30,61.18626403808594,61.662614495179454,60.348546533103594,60.43067660157435,18052114
2021-05-03,62.40177536010742,62.434628699164726,60.9563006755916,60.9891540146489,12543302
2021-05-04,62.410003662109375,62.8042241147862,62.03220659910398,62.48391876572456,10418587
2021-05-05,63.81440734863281,63.83904571535307,62.204672267084106,62.500339234456085,16795143
2021-05-06,63.880104064941406,63.94580417702891,62.98489489149525,63.60086053006795,12871641
2021-05-07,64.39749908447266,64.60282090926073,63.97042548620877,64.06897891143086,12237496
2021-05-10,64.20040893554688,65.02991142483529,64.1921939590659,64.73424450552615,10939758
2021-05-11,63.61730194091797,64.60284976682732,63.362696723062676,63.92117732666679,12148102
2021-05-12,64.06078338623047,64.49606547964596,63.48587953452212,63.82260818289674,13379711
2021-05-13,64.62747192382812,64.87386210186868,63.76511615077723,63.97043801578067,10830451
2021-05-14,64.2989501953125,65.00526073710873,64.24145850430175,64.9313456629777,8273122
2021-05-17,65.59658813476562,65.84297828282243,64.54533400981911,64.61104067599156,12532508
2021-05-18,65.19416809082031,65.539105150508,64.79173276554808,65.16131475336948,7943106
2021-05-19,65.177734375,65.2105877105537,64.01971175559405,64.82458235966074,9132796
2021-05-20,65.42413330078125,65.69516186361317,64.7999526753288,64.82459103861098,7345222
2021-05-21,65.0299072265625,65.98260146792137,64.94777716723844,65.6458728214019,10863987
2021-05-24,64.90670776367188,65.41591149623463,64.84922263316551,65.31735805339257,8737910
2021-05-25,63.650123596191406,65.0873895778725,63.617276830560655,64.88206117568488,14331714
2021-05-26,63.42839050292969,63.871887590988436,63.21485365187776,63.69120407857396,9686454
2021-05-27,62.352508544921875,63.732276770617446,62.319655200643,63.65014669328468,17675149
2021-05-28,62.327857971191406,62.74671668684291,62.25394288608718,62.434626394140025,13969735
2021-06-01,61.7447395324707,62.533180245471286,61.62154772316673,62.46748013608502,15798914
2021-06-02,62.31142807006836,62.49211814499711,61.81865426890803,61.85150760677939,11830453
